power_coefficient_SI,power_exponent
6523643.472815879,2.4415637342862353
726697.502730973,2.2621595380070083
104498304.53738041,2.6693291977056486
5636687.511967728,2.43231508737806
8154371.058408561,2.461621159984201
30069564.103508934,2.5662057083733716
9391117.868326671,2.4716800460743165
107385.08023915875,2.105691565879592
5498758.192106359,2.428879477552408
34688074.883073814,2.578407358346339
2277350.632942942,2.358600964422704
435917777.5404728,2.787331020732476
83290676.19917162,2.650628848355051
2248300.971707147,2.3553539826452288
62712633.76423375,2.630305124667324
15011944.73482139,2.5112156935738676
824330.4567424833,2.2714950393156825
8215153.202222939,2.4623844015807426
24511477.409599096,2.5508787653542226
4926622.0583339995,2.4210949428944244
7329256.533585192,2.4513528501137642
9113992.052117847,2.470052671514567
10513852.257626178,2.4831300903230042
50366716.36270853,2.6109115466997648
11224807.351513507,2.4862382426096223
437382.913768657,2.2201697473370006
8552319.520333383,2.4638562011434146
9476516.957725821,2.4740536150145838
12821975.826782644,2.4973696788874937
36105831.69481696,2.5825840720663376
186895361.9708362,2.7181067727356463
56316585.142319486,2.619646407865859
446838189.39414924,2.790782642395687
3391053.953811916,2.39044099073543
12694876.197276972,2.498467558746074
371331116.73735625,2.773341117087344
43962666.891876124,2.598716999889961
375774.35379600665,2.208156037784924
20972051.089160416,2.540723454948615
18393352.417876557,2.529413573147696
6021657.709827669,2.4351831769013947
1134373.1023372998,2.29683773413594
24552594.442405023,2.5490583761825687
70721822.10534003,2.637781094324647
120204490.25157759,2.6822917838160483
221129342.36526805,2.73328683945304
4711756.970597586,2.4187664346739304
42059967.24447522,2.5951901798408503
25407361.849935554,2.555512934759104
4522473.078538349,2.4110678571309125
5132676.873936718,2.4249581968175433
102835451.7861692,2.67010526391067
1657584.6697017483,2.3289110554060533
127859.79548210492,2.12062825421054
341308863.7270535,2.7668513495539218
228744.635543497,2.167556045822535
247873.2950800214,2.177406312376291
6962577.059662764,2.4460302137985512
8322958.071912298,2.461611200534887
559164.1328768454,2.239739144671484
9278403.527780745,2.471275821195355
5116027.073747772,2.421633747019872
1800935.9244906383,2.337361324288067
73788.02371043761,2.0741397410525604
23738329.170815278,2.5489693276475878
22588500.966950327,2.543783148275517
17805226.1457383,2.525709264614371
6800546.821678873,2.445302568326715
45953000.80930335,2.6026607737590703
3286523.512200343,2.3858738654806975
1377822.1922569773,2.315424993452793
1618082.376831542,2.328606298416791
5626622.561840842,2.432148541556122
6872478.9641243,2.4459673111580154
74818802.27103288,2.642075058163528
1150626.2089843948,2.3017796277560203
20720994.481397096,2.5392187349835975
59188538.65345245,2.6235333744748313
12439530.45680421,2.496113288517857
7494.16814158799,1.8911112233006955
6730714.963689551,2.44608242560441
1419944.6721208969,2.318256867002515
19250730.73332634,2.5308363103010167
453931.5194435326,2.222927594869758
75293339.16696136,2.6415716753466825
14869956.478241682,2.5117431541006736
2962733.533845065,2.379329140784887
5410743.090195067,2.427258180238296
1732972.5441426167,2.330516781832602
50465.59765943703,2.041330316322228
13652888.52369769,2.5015584768516375
6851214.396324016,2.4470724747955095
3476951.0280925455,2.3922920919414814
6860267.241300883,2.447614323509992
1589696.5264804265,2.326250397459825
4917911.883598608,2.4206078129370905
30970684.635301214,2.5704101604411242
10407110.953500777,2.4794053142326615
6474597.183658816,2.4425160275543476
140482251.52035853,2.694771788138497
1477392.4912977698,2.318761597359017
5787569.979542142,2.4340294080832057
98548563.76777232,2.667041052887972
80988415.91670655,2.6474091017149464
779362.8670837253,2.2684923803689805
8957896.596416427,2.467983151513847
126922129.47158937,2.6867026212559706
100824722.17334333,2.665266745434442
79389771.30731612,2.648939300908113
89641.45591637582,2.090233638209202
8779.775047335586,1.8984996176307518
79875.22731334146,2.08148551451441
464491424.17522365,2.791180694667595
380381.5599551361,2.2091213492105597
4126533.0822850196,2.4030314399940296
17553761.62629238,2.5242301894669437
198195.62511961663,2.1572465721117666
2333313.1282478166,2.357308577510917
4622137.2004533885,2.416297969904103
96538250.06180483,2.66390772889909
35184750.509207726,2.58142312200763
4933602.941618152,2.4191415119039554
2730572.230819315,2.372488442542747
44481873.834408574,2.59982093245362
131646430.52322292,2.689891481915336
1479920.4514258176,2.319125087914306
6769204.9145834055,2.445802201254847
315173223.4752394,2.7604154584052885
9872202.336199507,2.4768077590377167
6992453.998387459,2.4471878076771425
4129977.636317126,2.4025633076510005
1910742.2627216124,2.3406642435418745
34877.66630797516,2.016486637878323
4385530.034415665,2.410009042976568
31914958.31812633,2.570733203239695
49859879.06355813,2.608825362869504
33768617.72934587,2.576668124345541
13566616.056089053,2.5046378157395135
240559.046777382,2.172738463218452
13144588.41964168,2.4984376191198683
82654.09121746449,2.085148604939509
49398.79530045515,2.0420604638714486
7360760.282045269,2.4509050926843132
15900601.76962348,2.515489966463847
35309001.590338364,2.58049917451313
9155281.683678156,2.4690575167351607
6587935.338134831,2.44404495627461
52123668.764913246,2.61634251602283
15677517.626353223,2.5149908980863
22531127.826574698,2.546092093476225
91916538.49207033,2.658134401822765
271755917.36579734,2.7485291609709197
2162685.3691359004,2.3527803820845565
10446951.62857427,2.47853190781803
97199033.93165885,2.663465890570678
449121672.7483933,2.7893032803700657
45498.7679811095,2.0351520242795256
193660.19837602077,2.155181213744371
5274637.147847552,2.426590783848759
2292157.4019209472,2.3563178965995992
37352286.81818069,2.5861913057735664
10066383.910748001,2.478979168416416
4572701.050813632,2.4165662236480445
