seed,bin,z_low_m,z_high_m,z_center_m,solid_fraction,porosity
129121,7,0.008260257833333333,0.009440294666666666,0.00885027625,0.558400617177142,0.44159938282285804
129121,8,0.009440294666666666,0.0106203315,0.010030313083333332,0.5629036445153377,0.4370963554846623
129121,9,0.0106203315,0.011800368333333333,0.011210349916666668,0.5604253480177576,0.43957465198224244
129121,10,0.011800368333333333,0.012980405166666667,0.01239038675,0.5671984305337414,0.4328015694662586
129121,11,0.012980405166666667,0.014160441999999999,0.013570423583333333,0.572536436133074,0.42746356386692597
129121,12,0.014160441999999999,0.015340478833333332,0.014750460416666666,0.5744737582713384,0.4255262417286616
129121,13,0.015340478833333332,0.016520515666666666,0.015930497249999998,0.5808676191659671,0.4191323808340329
129121,14,0.016520515666666666,0.0177005525,0.017110534083333333,0.5717349963640224,0.42826500363597764
129121,15,0.0177005525,0.018880589333333333,0.018290570916666665,0.5619760505356947,0.43802394946430534
129121,16,0.018880589333333333,0.020060626166666665,0.01947060775,0.5487578037656468,0.45124219623435324
129121,17,0.020060626166666665,0.021240663,0.020650644583333332,0.5838906525892094,0.41610934741079064
129121,18,0.021240663,0.02242069983333333,0.021830681416666664,0.5803444742557989,0.41965552574420106
129121,19,0.02242069983333333,0.023600736666666667,0.02301071825,0.5688200063026589,0.43117999369734106
129121,20,0.023600736666666667,0.0247807735,0.024190755083333335,0.558624511095351,0.44137548890464895
129121,21,0.0247807735,0.025960810333333334,0.025370791916666666,0.5710888233861365,0.42891117661386347
129121,22,0.025960810333333334,0.027140847166666666,0.026550828749999998,0.5598069121003555,0.4401930878996445
129121,23,0.027140847166666666,0.028320883999999998,0.027730865583333333,0.5625106360661951,0.4374893639338049
129121,24,0.028320883999999998,0.029500920833333333,0.028910902416666665,0.5602809656230918,0.4397190343769082
129121,25,0.029500920833333333,0.030680957666666665,0.030090939249999997,0.5909093256568368,0.40909067434316315
129121,26,0.030680957666666665,0.031860994499999996,0.03127097608333333,0.5580376650755563,0.4419623349244437
129121,27,0.031860994499999996,0.03304103133333333,0.03245101291666666,0.5645908197168338,0.4354091802831662
129121,28,0.03304103133333333,0.03422106816666667,0.03363104975,0.5517204152496921,0.44827958475030794
129121,29,0.03422106816666667,0.035401105,0.03481108658333333,0.31750943822564054,0.6824905617743595
137077,0,0.0,0.0011765355666666668,0.0005882677833333334,0.5461126166334261,0.45388738336657386
137077,1,0.0011765355666666668,0.0023530711333333335,0.00176480335,0.5627688436128035,0.43723115638719645
137077,2,0.0023530711333333335,0.0035296067,0.002941338916666667,0.5593501769870712,0.44064982301292877
137077,3,0.0035296067,0.004706142266666667,0.004117874483333334,0.5708181155077039,0.4291818844922961
137077,4,0.004706142266666667,0.005882677833333334,0.00529441005,0.5524089511890715,0.4475910488109285
137077,5,0.005882677833333334,0.0070592134,0.006470945616666667,0.5738764627485762,0.4261235372514238
137077,6,0.0070592134,0.008235748966666668,0.007647481183333334,0.5748262316736926,0.4251737683263074
137077,7,0.008235748966666668,0.009412284533333334,0.00882401675,0.5806413181590336,0.41935868184096636
137077,8,0.009412284533333334,0.0105888201,0.010000552316666668,0.5600949698128929,0.43990503018710714
137077,9,0.0105888201,0.011765355666666668,0.011177087883333334,0.5732849048633635,0.4267150951366365
