time_s,pnm_loading_mol_kg,trial_1_loading_mol_kg,trial_2_loading_mol_kg,trial_4_loading_mol_kg,trial_8_loading_mol_kg
34.02090984463546,0.0117489425257334,0.0036774275867138694,0.00967828056122322,0.007840874125608735,0.009444479786494734
36.182767114348245,0.0124255069038979,0.0039011354745156685,0.010256364749009976,0.008309985637678236,0.010008673919498445
38.48199951235575,0.0131366336116839,0.0041377333831146374,0.010866511117419108,0.00880520251536691,0.010604167678859777
40.9273365353451,0.0138835746992244,0.00438787751058192,0.011510208700664246,0.009327747457751789,0.011232415578685156
43.52806239549928,0.0146675720125317,0.004652246255057086,0.012188979887142085,0.009878872113869874,0.011894905866358768
46.29405126986972,0.015489843355735,0.004931539867349864,0.012904378299954637,0.010459854478297687,0.012593156113678457
49.23580478966881,0.0163515738449472,0.005226479592155133,0.013657984135675207,0.011071995500526052,0.013328710413261695
52.364491911817865,0.0172539078140654,0.005537806196313635,0.014451401611460557,0.011716615713932512,0.014103134576987815
55.69199132413091,0.0181979373266704,0.00586627888743782,0.015286248967145,0.012395051345543206,0.014918012414925496
59.230936545134114,0.019184693775871,0.006212673308970434,0.016164155115740632,0.013108649287899827,0.015774935305243182
62.99476388975128,0.0202151338921055,0.006577779524499964,0.017086754110057212,0.013858759446111611,0.016675498623453924
66.99776348296685,0.0212901316203798,0.006962399096123106,0.01805567635137527,0.014646730689394807,0.017621297460298224
71.25513351514981,0.0224104646619503,0.007367342776300056,0.01907253767495746,0.015473906777300383,0.018613912007186376
75.7830379450302,0.023576804155932,0.007793427522964667,0.020138936635827373,0.016341612317682573,0.019654902192788176
80.59866786940792,0.0247897030572322,0.00824147227732144,0.021256440146977692,0.01725115048963817,0.020745803002827336
85.72030679259859,0.0260495885570271,0.008712292910796752,0.022426574785399108,0.01820379567415514,0.021888105833723203
91.1674000434221,0.0273567500967047,0.009206700334782516,0.023650820171564935,0.019200779159584583,0.023083256720927595
96.96062860329154,0.028711335814387,0.009725493647678241,0.024930593972179328,0.020243288120503408,0.024332643296889018
103.12198762570462,0.0301133437841346,0.01026945436676588,0.026267244044786656,0.021332451101108308,0.02563758356130843
109.674869945253,0.0315626225748792,0.010839343273726411,0.027662039042689168,0.022469331701314627,0.02699931797968309
116.6441548932079,0.0330588689363591,0.011435892175817943,0.029116158297618884,0.023654920803336973,0.028419000084477727
124.0563027568885,0.0346016340109301,0.01205979897371048,0.03063068366002228,0.02489012851601477,0.029897687800093817
131.93945524144672,0.0361903297093478,0.012711722113275824,0.032206592164565416,0.026175777885810225,0.03143633662709292
140.32354231549192,0.0378242412784595,0.013392273655992559,0.033844749303617125,0.027512599203172575,0.03303579293019531
149.24039584621636,0.0395025432876439,0.0141020131303208,0.03554590727580717,0.02890122537375992,0.03469679134084635
158.72387045545966,0.0412243251647173,0.01484144447554843,0.03731070036060024,0.03034219154775529,0.03641995197956596
168.809972055567,0.0429886155525202,0.015611008057578191,0.03913964935628582,0.0318359326032089,0.038205782489213753
179.53699455305272,0.0447944214331558,0.016411078715489545,0.04103316274799098,0.033382788565814135,0.04005468032167823
190.94566523909268,0.0466407519230511,0.01724196405135712,0.04299154618177029,0.034983006818956226,0.04196694282352754
203.07929941884896,0.0485266865938531,0.018103899604963048,0.0450150124685738,0.0366367534121612,0.043942775199509704
215.98396486670865,0.0504513925168013,0.0189970535022582,0.047103695669782036,0.038344122216362575,0.045982303564467246
229.7086567318238,0.0524141909740814,0.01992152460841349,0.04925767794606087,0.04010514813678166,0.04808560423814373
244.30548355801628,0.0544146111996523,0.020877349775277762,0.05147699800336408,0.0419198356838433,0.05025270756426143
259.82986512430983,0.0564524291516347,0.021864508751451267,0.053761698457016706,0.04378816206287138,0.05248365093998664
276.3407428572301,0.0585277325404402,0.022882933563612894,0.05611183467251317,0.04571012799516962,0.054778474316092195
293.90080361374555,0.0606409706576054,0.023932520635850954,0.05852751561876328,0.047685754316743975,0.057137286875525085
312.5767176844855,0.062793025277487,0.02501314204379136,0.06100894466966655,0.049715136276073234,0.05956026945679997
332.4393919208631,0.064985198925816,0.02612466486977264,0.06355643802509942,0.05179845598994886,0.06204772179083304
353.56423894714976,0.0672192734810189,0.02726696701898322,0.06617046997912367,0.05393601521404199,0.06460010092513911
376.0314634796203,0.0694975351921234,0.02843995799685849,0.06885169987763426,0.056128267281469524,0.06721804132340528
399.92636683983534,0.071822763021034,0.029643600418206878,0.07160102052444248,0.05837584002512063,0.06990239769601299
425.3396708182076,0.0741982406246021,0.030877929145234656,0.07441956520321817,0.060679568348924046,0.07265426186547974
452.3678621174646,0.0766277707397997,0.0321430735520314,0.07730873628767763,0.06304050544148482,0.07547500006866058
481.1135586837567,0.0791156441119335,0.03343927326191084,0.08027021494187384,0.06545994019373942,0.07836624836689034
511.6858993162595,0.0816666009845575,0.0347668970029284,0.08330597045837136,0.0679394091201865,0.08132991648970048
544.2009580345026,0.0842857764219778,0.03612645635703424,0.08641825642751223,0.07048068324445243,0.08436819814487746
578.7821847766517,0.0869786573489303,0.03751861642907031,0.08960960226839891,0.07308577441120245,0.0874835678209471
615.5608741019447,0.0897510378182871,0.03894420148091367,0.09288283020304147,0.07575693032630375,0.09067877054139604
654.6766636768047,0.0926089945410335,0.04040419568817177,0.09624101995004411,0.07849662139083956,0.09395680058754546
696.2780644372309,0.0955588436580742,0.0418997392779591,0.09968747543243926,0.08130751578300849,0.09732087428556799
740.5230244403368,0.0986070679903636,0.043432120254124,0.10322569559927594,0.08419246041284154,0.10077441102422165
787.5795285458105,0.1017602654131683,0.045002769440957116,0.10685935809943857,0.0871544597853491,0.10432100364675016
837.6262362041068,0.1050251361809616,0.046613255756454856,0.11059229207227805,0.09019664515122659,0.10796440336479135
890.8531597728643,0.1084084810096153,0.04826525414824733,0.11442848466801886,0.09332227559796694,0.1117085055404207
947.4623859369098,0.1119172384864082,0.049960527320088904,0.11837204017386072,0.09653471760373859,0.11555730970317814
1007.6688429708654,0.1155584634807005,0.05170091289008212,0.1224271405846293,0.09983741070930666,0.1195148964628622
1071.7011167574271,0.1193392820872748,0.053488313351030936,0.12659804533876853,0.10323385617528849,0.12358542595113117
1139.8023186594885,0.1232669182879281,0.055324696294375385,0.13088909610392158,0.10672761167745179,0.1277731497805047
1212.2310085411627,0.1273487635663355,0.0572120758630068,0.1353047303633015,0.11032231439780682,0.13208241384191968
1289.2621764421351,0.1315924340819877,0.05915248906430989,0.13984947434582257,0.11402167633605907,0.1365176208937088
1371.1882866324731,0.1360057513947002,0.06114799564972853,0.14452791420057326,0.11782945591162458,0.14108324543266504
1458.32038801185,0.1405967502553662,0.06320068581459207,0.1493447225641796,0.12174947476450015,0.14578385247143608
1550.9892950690466,0.1453737184954693,0.06531269510483301,0.15430467779759652,0.12578563561634096,0.1506241177603614
1649.5468438854675,0.1503452351453619,0.06748619008065859,0.1594126825534686,0.12994193575596752,0.15560882263763046
1754.367227951357,0.1555201844850025,0.06972336562927194,0.1646737406121844,0.13422246789014358,0.16074284564607885
1865.8484188663767,0.1609077362097577,0.07202645084488477,0.1700929710009863,0.13863140663520324,0.16603118310899304
1984.4136773185828,0.1665173417578803,0.07439772505389732,0.17567563202462824,0.14317303292898634,0.17147897285051317
2110.513160078451,0.1723587423930243,0.07683952600020759,0.18142712679537637,0.147851750626338,0.1770914903946905
2244.625629109304,0.1784419488687395,0.0793542453162494,0.18735300710210143,0.15267208102013052,0.1828741466879017
2387.2602692830656,0.1847772054610418,0.08194432480199584,0.19345896929195042,0.15763866570095822,0.18883250284017453
2538.958621602701,0.1913749570132037,0.08461227200298559,0.19975087542140296,0.16275627448000102,0.19497228189740862
2700.2966392711865,0.198245802511091,0.08736066660741588,0.2062347600887396,0.16802981856995364,0.20129937343999152
2871.8868744132933,0.2054004533046867,0.09019215434327679,0.21291683348206583,0.1734643518168956,0.2078198355350158
3054.38080375252,0.2128496767423696,0.09310945675113932,0.21980348252671522,0.1790650739755429,0.21453990032786494
3248.471302073062,0.2206042389840577,0.09611537203815976,0.22690128393097342,0.18483733488041068,0.221465988539977
3454.895272857822,0.2286748467920523,0.09921278040004898,0.23421701656233407,0.19078664660590505,0.22860471460006832
3674.4364460901934,0.2370721071251402,0.1024046479757123,0.24175765731927346,0.19691868812608862,0.23596288504850516
3907.928353842045,0.2458064838580912,0.10569402401335043,0.24953039125817766,0.20323930368024906,0.243547511677932
4156.257494945316,0.2548882603732215,0.10908404666797832,0.25754262362701114,0.20975451427946892,0.25136582350714
4420.366700762531,0.2643275243111099,0.11257795325410308,0.2658019859256687,0.21647052777630432,0.25942526444163044
4701.258714835066,0.2741341773578954,0.1161790747189737,0.2743163370423975,0.22339373703527543,0.26773350357404313
5000.0,0.2843179552259188,0.11989084127773628,0.2830937783758859,0.23053072887433793,0.27629844698290407
