seed,axial_bin,mean_loading_mol_kg,mean_loading_over_inlet_equilibrium,particle_count,z_high_m,z_low_m
90709,0,1.6078125579927034,0.6963130434636916,189,0.0036973253000000005,-1.283000000000035e-06
90709,1,0.8971959588755187,0.3885585080190503,193,0.007395933600000001,0.0036973253000000005
90709,2,0.30872709999861464,0.13370383601689123,194,0.011094541900000003,0.007395933600000001
90709,3,0.07410990492039843,0.032095590489946674,190,0.014793150200000002,0.011094541900000003
90709,4,0.012250166313767135,0.005305314071887164,199,0.0184917585,0.014793150200000002
90709,5,0.0014417276919369358,0.0006243848463727743,198,0.022190366800000003,0.0184917585
90709,6,0.00014900195643728945,6.452991379693171e-05,194,0.025888975100000003,0.022190366800000003
90709,7,1.3562959650066172e-05,5.8738599007482575e-06,203,0.029587583400000003,0.025888975100000003
90709,8,9.105945531560344e-07,3.9436118440394477e-07,193,0.03328619170000001,0.029587583400000003
90709,9,1.0538926253023496e-07,4.564208543839159e-08,97,0.036984800000000005,0.03328619170000001
98251,0,1.733912414047383,0.7509244931089094,187,0.0036187652000000004,-1.172000000000022e-06
98251,1,0.9755382054827291,0.4224870452080833,190,0.007238702400000001,0.0036187652000000004
98251,2,0.3525338002835958,0.15267568484833657,194,0.0108586396,0.007238702400000001
98251,3,0.08100995305044502,0.03508387011843587,190,0.0144785768,0.0108586396
98251,4,0.013954136500852374,0.006043271155903237,190,0.018098514,0.0144785768
98251,5,0.0018765270932360027,0.0008126881985948299,197,0.021718451200000002,0.018098514
98251,6,0.00019255709179577876,8.339281464266598e-05,192,0.025338388400000002,0.021718451200000002
98251,7,1.7371452847770855e-05,7.5232458794318186e-06,189,0.0289583256,0.025338388400000002
98251,8,1.4084558959488153e-06,6.099754642524386e-07,195,0.0325782628,0.0289583256
98251,9,1.4522192337264054e-07,6.289285336065477e-08,126,0.0361982,0.0325782628
